2024,Hawaii,Oahu,Doe,John,,john@gmail.com,1234567890,03/15/2024,1,Jan,1,Initial Applications Received ("Apps Rec'd"),1,Total Number ("No.") of Initial Apps Rec'd,1,Regular HHs,10
2024,Hawaii,Oahu,Doe,John,,john@gmail.com,1234567890,03/15/2024,1,Jan,1,Initial Applications Received ("Apps Rec'd"),1,Total Number ("No.") of Initial Apps Rec'd,2,Elderly/ Disabled HHs,5
2024,Hawaii,Oahu,Doe,John,,john@gmail.com,1234567890,03/15/2024,2,Feb,1,Initial Applications Received ("Apps Rec'd"),1,Total Number ("No.") of Initial Apps Rec'd,1,Regular HHs,20
2024,Hawaii,Oahu,Doe,John,,john@gmail.com,1234567890,03/15/2024,2,Feb,1,Initial Applications Received ("Apps Rec'd"),1,Total Number ("No.") of Initial Apps Rec'd,2,Elderly/ Disabled HHs,12
2024,Hawaii,Oahu,Doe,John,,john@gmail.com,1234567890,03/15/2024,1,Jan,1,Initial Applications Received ("Apps Rec'd"),2,No. of Initial Apps Rec'd In Person,1,Regular HHs,2
2024,Hawaii,Oahu,Doe,John,,john@gmail.com,1234567890,03/15/2024,1,Jan,1,Initial Applications Received ("Apps Rec'd"),2,No. of Initial Apps Rec'd In Person,2,Elderly/ Disabled HHs,4
2024,Hawaii,Oahu,Doe,John,,john@gmail.com,1234567890,03/15/2024,2,Feb,1,Initial Applications Received ("Apps Rec'd"),2,No. of Initial Apps Rec'd In Person,1,Regular HHs,4
2024,Hawaii,Oahu,Doe,John,,john@gmail.com,1234567890,03/15/2024,2,Feb,1,Initial Applications Received ("Apps Rec'd"),2,No. of Initial Apps Rec'd In Person,2,Elderly/ Disabled HHs,8
2024,Hawaii,Oahu,Doe,John,,john@gmail.com,1234567890,03/15/2024,1,Jan,1,Initial Applications Received ("Apps Rec'd"),3,No. Initial Apps Rec'd Online,1,Regular HHs,3
2024,Hawaii,Oahu,Doe,John,,john@gmail.com,1234567890,03/15/2024,1,Jan,1,Initial Applications Received ("Apps Rec'd"),3,No. Initial Apps Rec'd Online,2,Elderly/ Disabled HHs,6
2024,Hawaii,Oahu,Doe,John,,john@gmail.com,1234567890,03/15/2024,2,Feb,1,Initial Applications Received ("Apps Rec'd"),3,No. Initial Apps Rec'd Online,1,Regular HHs,6
2024,Hawaii,Oahu,Doe,John,,john@gmail.com,1234567890,03/15/2024,2,Feb,1,Initial Applications Received ("Apps Rec'd"),3,No. Initial Apps Rec'd Online,2,Elderly/ Disabled HHs,12
2024,Hawaii,Oahu,Doe,John,,john@gmail.com,1234567890,03/15/2024,1,Jan,1,Initial Applications Received ("Apps Rec'd"),4,No. of Initial Apps Rec'd by Phone,1,Regular HHs,4
2024,Hawaii,Oahu,Doe,John,,john@gmail.com,1234567890,03/15/2024,1,Jan,1,Initial Applications Received ("Apps Rec'd"),4,No. of Initial Apps Rec'd by Phone,2,Elderly/ Disabled HHs,8
2024,Hawaii,Oahu,Doe,John,,john@gmail.com,1234567890,03/15/2024,2,Feb,1,Initial Applications Received ("Apps Rec'd"),4,No. of Initial Apps Rec'd by Phone,1,Regular HHs,8
2024,Hawaii,Oahu,Doe,John,,john@gmail.com,1234567890,03/15/2024,2,Feb,1,Initial Applications Received ("Apps Rec'd"),4,No. of Initial Apps Rec'd by Phone,2,Elderly/ Disabled HHs,16
2024,Hawaii,Oahu,Doe,John,,john@gmail.com,1234567890,03/15/2024,1,Jan,1,Initial Applications Received ("Apps Rec'd"),5,No. of Initial Apps Rec'd by Mail,1,Regular HHs,5
2024,Hawaii,Oahu,Doe,John,,john@gmail.com,1234567890,03/15/2024,1,Jan,1,Initial Applications Received ("Apps Rec'd"),5,No. of Initial Apps Rec'd by Mail,2,Elderly/ Disabled HHs,10
2024,Hawaii,Oahu,Doe,John,,john@gmail.com,1234567890,03/15/2024,2,Feb,1,Initial Applications Received ("Apps Rec'd"),5,No. of Initial Apps Rec'd by Mail,1,Regular HHs,10
2024,Hawaii,Oahu,Doe,John,,john@gmail.com,1234567890,03/15/2024,2,Feb,1,Initial Applications Received ("Apps Rec'd"),5,No. of Initial Apps Rec'd by Mail,2,Elderly/ Disabled HHs,20
2024,Hawaii,Oahu,Doe,John,,john@gmail.com,1234567890,03/15/2024,1,Jan,1,Initial Applications Received ("Apps Rec'd"),6,No. of Initial Apps Rec'd by Fax,1,Regular HHs,6
