02,AG,11,645878598,4851,1,Denison,Juliann,W,04-27-2016,,,-34.0
02,HH,07,645607198,10497,2,Anis,Renetta,B,04-25-2016,,,-137.0
02,HH,07,641136832,8976,1,Cesario,Larue,M,04-01-2016,,,-196.0
02,HH,11,641177277,32315,2,Sandberg,Shanel,R,04-27-2016,,,-46.0
02,HH,11,645789143,24235,1,Sorgatz,Elana,R,04-05-2016,,,-45.0
02,HH,11,645789143,24235,1,Sorgatz,Elana,R,04-27-2016,,,-45.0
02,IV,11,641751128,21606,3,Custers,Eufemia,M,04-27-2016,,,-60.0
02,IV,07,641871093,9436,1,Chica,Virginia,M,04-20-2016,,,-603.0
02,IV,07,645527943,11430,1,Betty,Elana,R,04-25-2016,,,-91.0
02,IV,07,645857649,15229,8,Desher,Chrissy,R,04-05-2016,,,-241.0
02,IV,01,638367116,10514,10,Hesselman,Marcie,U,04-19-2016,,,-77.44
02,IV,01,641149537,13659,1,Mcgrady,Cemile,U,04-19-2016,,,-150.0
02,IV,07,641522919,29485,1,Litza,Adalberto,U,04-01-2016,,,-317.0
02,IV,01,645874294,10375,1,Voisine,Rozalia,W,04-05-2016,,,-100.0
05,AG,27,645569222,70248,1,Faway,Jany,C,04-04-2016,,,348.0
05,AG,11,641059538,26617,1,Scallion,Erol,E,04-27-2016,,,-34.0
05,AG,01,641135955,33104,8,Toby,Archie,L,04-15-2016,,,-5.0
05,AG,11,617666357,48809,2,Latzke,Breann,L,04-05-2016,,,-34.0
05,AG,11,617666357,48809,2,Latzke,Breann,L,04-27-2016,,,-34.0
05,AG,07,645833028,34630,1,Teddick,Rajadurai,L,04-26-2016,,,-319.0
05,AG,07,645833028,34630,1,Teddick,Rajadurai,L,04-26-2016,,,-149.0
05,AG,27,261038024,76510,1,Dorame,Nancey,M,04-12-2016,,,348.0
05,AG,11,58526491,70963,2,Reitz,Damond,O,04-27-2016,,,-34.0
05,AG,11,645179540,17021,2,Lesher,Lorin,R,04-27-2016,,,-34.0
05,AG,11,645265916,26537,1,Murdaugh,Najib,U,04-27-2016,,,-45.0
05,AG,11,269577742,46323,1,Bolsens,Fanny,V,04-27-2016,,,-34.0
05,HH,11,683787331,23340,1,Wettlaufer,Misha,,04-27-2016,,,-34.0
05,HH,07,641745751,16447,3,Eggenberg,Janene,,04-20-2016,,,-55.0
05,HH,07,641745751,16447,3,Eggenberg,Janene,,04-20-2016,,,-23.0
05,HH,07,641745751,16447,3,Eggenberg,Janene,,04-20-2016,,,-101.0
05,HH,07,641851457,49739,1,Guereca,Mari,,04-26-2016,,,-254.0
05,HH,07,641851457,49739,1,Guereca,Mari,,04-26-2016,,,-73.0
05,HH,07,641858228,2458,1,Girardin,Alejandrina,,04-29-2016,,,-85.0
05,HH,11,641478748,32533,2,Jumbo,Tonny,,04-27-2016,,,-34.0
05,HH,07,645430326,29297,3,Ayscue,Martinus,B,04-20-2016,,,-85.0
05,HH,07,641786065,9900,4,Hoffpauir,Merle,E,04-25-2016,,,-206.0
05,HH,11,575854313,63215,1,Godde,Jolie,E,04-27-2016,,,-34.0
05,HH,11,648478386,12149,2,Beams,Toya,L,04-27-2016,,,-34.0
05,HH,07,641475189,8439,1,Mccorkindale,Ronan,L,04-29-2016,,,-201.0
05,HH,01,641230589,18024,1,Britnell,Rajadhi,L,04-14-2016,,,-50.0
05,HH,07,641833069,4592,2,Escuriex,Gifford,L,04-05-2016,,,-9.0
05,HH,07,641833069,4592,2,Escuriex,Gifford,L,04-05-2016,,,-76.0
05,HH,01,641833069,4592,2,Escuriex,Gifford,L,04-07-2016,,,-10.0
05,HH,01,641523085,64450,1,Catanach,Hiroyuki,L,04-20-2016,,,-19.0
05,HH,01,641523085,64450,1,Catanach,Hiroyuki,L,04-20-2016,,,-31.0
05,HH,01,641019983,57949,1,Baughan,Veroniek,L,04-26-2016,,,-200.0
05,HH,27,641277353,12621,2,Mcwhinney,Vito,M,04-20-2016,,,215.0
05,HH,27,641277353,12621,2,Mcwhinney,Vito,M,04-20-2016,,,215.0
05,HH,27,641277353,12621,2,Mcwhinney,Vito,M,04-20-2016,,,215.0
05,HH,27,641277353,12621,2,Mcwhinney,Vito,M,04-20-2016,,,215.0
05,HH,07,641478250,55554,1,Debeuckelaere,Donnette,M,04-26-2016,,,-44.5
05,HH,07,641478250,55554,2,Debeuckelaere,Donnette,M,04-26-2016,,,-418.0
05,HH,07,641478250,55554,2,Debeuckelaere,Donnette,M,04-26-2016,,,-174.5
05,HH,01,645085753,2504,4,Crooker,Flavia,M,04-05-2016,,,-50.0
05,HH,01,645085753,2504,4,Crooker,Flavia,M,04-06-2016,,,-50.0
05,HH,27,642690963,74772,1,Deerdoff,Derrek,M,04-11-2016,,,348.0
05,HH,27,642690963,74772,1,Deerdoff,Derrek,M,04-11-2016,,,348.0
05,HH,27,642690963,74772,1,Deerdoff,Derrek,M,04-11-2016,,,348.0
05,HH,27,642690963,74772,1,Deerdoff,Derrek,M,04-11-2016,,,348.0
05,HH,11,645855712,17467,1,Murchinson,Ilhan,R,04-27-2016,,,-34.0
